Id,Domicilio,Transporte,TarjetasCredito,Edad,Sexo,Sueldo
16141,LimaModerna1,AUTOMOVIL,4,38,M,5320
16142,LimaModerna1,AUTOMOVIL,2,55,M,29432
16143,LimaCentro,AUTOMOVIL,3,35,F,2628
16144,LimaCentro,AUTOMOVIL,3,47,M,12112
16145,LimaModerna1,CAMIONETA RURAL,4,53,F,7224
16146,LimaModerna2,AUTOMOVIL,6,32,F,850
16147,LimaModerna2,AUTOMOVIL,4,49,M,8965
16148,LimaModerna2,AUTOMOVIL,3,35,F,13330
16149,LimaModerna2,AUTOMOVIL,2,32,F,4455
16150,LimaModerna1,AUTOMOVIL,3,39,F,18197
16151,LimaModerna1,AUTOMOVIL,2,33,M,7257
16152,LimaModerna1,AUTOMOVIL,2,35,M,19805
16153,LimaEste,CAMIONETA PICK UP,2,63,M,4058
16154,LimaCentro,CAMIONETA RURAL,1,29,F,23920
16155,LimaCentro,CAMIONETA RURAL,3,44,F,7032
16156,LimaCentro,CAMIONETA RURAL,8,67,M,5831
16157,LimaCentro,CAMIONETA RURAL,8,67,M,5831
16158,LimaEste,AUTOMOVIL,1,59,M,2856
16159,LimaEste,AUTOMOVIL,4,33,M,1093
16160,LimaEste,AUTOMOVIL,1,54,M,13921
16161,LimaModerna1,CAMIONETA RURAL,6,33,M,34000
16162,LimaModerna1,CAMIONETA RURAL,1,36,F,1023
16163,LimaModerna1,CAMIONETA RURAL,3,36,F,5393
16164,LimaModerna1,CAMIONETA RURAL,3,30,F,10112
16165,LimaModerna1,CAMIONETA RURAL,4,55,F,12042
16166,LimaModerna1,CAMIONETA RURAL,3,63,M,2878
16167,LimaModerna1,CAMIONETA RURAL,1,29,M,1900
16168,LimaEste,AUTOMOVIL,2,63,F,4623
16169,LimaEste,AUTOMOVIL,2,47,M,4716
16170,LimaCentro,AUTOMOVIL,2,39,M,16000
16171,LimaCentro,AUTOMOVIL,1,57,F,3500
16172,LimaCentro,AUTOMOVIL,2,52,M,7739
16173,LimaCentro,AUTOMOVIL,3,30,M,6220
16174,LimaModerna1,CAMIONETA RURAL,2,38,F,8553
16175,LimaModerna1,CAMIONETA RURAL,3,40,F,8093
16176,LimaModerna1,CAMIONETA RURAL,3,42,M,23196
16177,LimaModerna1,CAMIONETA RURAL,1,34,M,59650
16178,LimaModerna1,CAMIONETA RURAL,2,44,M,24079
16179,LimaModerna1,CAMIONETA RURAL,2,38,M,6155
16180,LimaEste,AUTOMOVIL,2,43,M,11093
16181,LimaModerna2,AUTOMOVIL,2,32,M,2880
16182,LimaModerna2,AUTOMOVIL,6,56,M,4046
16183,LimaModerna2,AUTOMOVIL,3,38,M,5520
16184,LimaCentro,AUTOMOVIL,2,41,M,25500
16185,LimaCentro,AUTOMOVIL,2,41,M,25500
16186,LimaNorte,AUTOMOVIL,4,39,F,2036
16187,LimaModerna1,AUTOMOVIL,3,73,M,930
16188,LimaModerna1,AUTOMOVIL,4,55,F,1823
16189,LimaModerna1,AUTOMOVIL,2,41,M,930
16190,LimaModerna1,AUTOMOVIL,3,42,M,12155
16191,LimaModerna1,AUTOMOVIL,5,55,M,2500
16192,LimaModerna1,AUTOMOVIL,1,59,M,2000
16193,LimaModerna1,AUTOMOVIL,1,82,F,903
16194,LimaModerna1,AUTOMOVIL,1,53,M,13671
16195,LimaModerna1,AUTOMOVIL,4,61,M,94261
16196,LimaSur,AUTOMOVIL,2,40,M,6517
16197,LimaSur,AUTOMOVIL,4,68,M,16326
16198,LimaSur,AUTOMOVIL,3,71,M,5190
16199,LimaSur,AUTOMOVIL,2,39,M,4974
16200,LimaSur,AUTOMOVIL,2,39,M,4974
16201,LimaCentro,AUTOMOVIL,4,47,M,11432
16202,LimaModerna1,AUTOMOVIL,1,44,M,6503
16203,LimaModerna1,AUTOMOVIL,2,83,F,918
16204,LimaModerna1,AUTOMOVIL,6,39,M,2191
16205,LimaModerna1,AUTOMOVIL,5,46,M,10321
16206,LimaModerna1,AUTOMOVIL,1,21,M,930
16207,LimaModerna1,CAMIONETA RURAL,1,49,M,1438969
16208,LimaModerna1,CAMIONETA RURAL,1,47,M,40777
16209,LimaModerna1,CAMIONETA RURAL,1,47,M,40777
16210,LimaModerna1,CAMIONETA RURAL,1,47,M,40777
16211,LimaModerna1,AUTOMOVIL,1,37,M,12000
16212,LimaModerna1,AUTOMOVIL,1,29,M,2500
16213,LimaNorte,AUTOMOVIL,7,54,F,1775
16214,LimaNorte,AUTOMOVIL,2,45,M,3693
16215,LimaNorte,AUTOMOVIL,3,64,M,930
16216,LimaNorte,AUTOMOVIL,1,35,F,1042
16217,LimaNorte,STATION WAGON,2,61,M,930
16218,LimaNorte,STATION WAGON,2,41,F,17593
16219,LimaModerna1,AUTOMOVIL,6,36,F,20324
16220,LimaModerna1,AUTOMOVIL,2,27,F,14902
16221,LimaNorte,AUTOMOVIL,3,39,M,5898
16222,LimaModerna1,AUTOMOVIL,3,45,M,5960
16223,LimaModerna1,AUTOMOVIL,2,84,M,2042
16224,LimaModerna1,CAMIONETA RURAL,3,38,M,930
16225,LimaModerna1,AUTOMOVIL,3,53,M,2000
16226,LimaEste,AUTOMOVIL,2,48,M,12093
16227,LimaEste,AUTOMOVIL,1,31,M,4533
16228,LimaEste,CAMIONETA RURAL,4,45,M,2390
16229,LimaEste,CAMIONETA RURAL,2,53,M,6998
16230,LimaEste,CAMIONETA RURAL,4,42,M,17765
16231,LimaEste,AUTOMOVIL,2,29,F,3000
16232,LimaCentro,CAMIONETA PICK UP,4,43,M,930
16233,LimaCentro,CAMIONETA RURAL,3,38,F,9245
16234,LimaCentro,AUTOMOVIL,2,43,M,7275
16235,LimaSur,AUTOMOVIL,2,44,M,1901
16236,LimaSur,AUTOMOVIL,3,39,M,5500
16237,LimaModerna1,CAMIONETA RURAL,1,40,M,4419
16238,LimaModerna1,CAMIONETA RURAL,1,38,M,3800
16239,LimaModerna2,AUTOMOVIL,4,41,F,9173
16240,LimaSur,STATION WAGON,2,54,M,5196
16241,LimaSur,STATION WAGON,1,39,M,6233
16242,LimaEste,AUTOMOVIL,3,36,F,4718
16243,LimaEste,AUTOMOVIL,1,39,M,5570
16244,LimaEste,AUTOMOVIL,3,35,M,14869
16245,LimaEste,AUTOMOVIL,6,41,M,3985
16246,LimaEste,AUTOMOVIL,5,49,F,4800
16247,LimaModerna1,AUTOMOVIL,2,53,M,62118
16248,LimaModerna1,AUTOMOVIL,1,37,M,8945
16249,LimaModerna1,AUTOMOVIL,3,29,F,5000
16250,LimaModerna1,AUTOMOVIL,3,34,F,8300
16251,LimaModerna1,AUTOMOVIL,3,41,F,8551
16252,LimaModerna1,AUTOMOVIL,1,44,M,2500
16253,LimaModerna1,AUTOMOVIL,2,41,M,6278
16254,LimaModerna1,AUTOMOVIL,2,39,M,20093
16255,LimaEste,CAMIONETA RURAL,4,48,F,22724
16256,LimaEste,CAMIONETA RURAL,8,48,M,18409
16257,LimaSur,AUTOMOVIL,2,30,F,1859
16258,LimaSur,AUTOMOVIL,1,45,F,19737
16259,LimaCentro,CAMIONETA RURAL,5,39,M,7000
16260,LimaCentro,CAMIONETA RURAL,3,40,M,18100
16261,LimaModerna1,CAMIONETA RURAL,4,39,M,4499
16262,LimaModerna1,CAMIONETA RURAL,5,32,M,930
16263,LimaModerna1,CAMIONETA RURAL,3,53,M,16313
16264,LimaModerna1,CAMIONETA RURAL,1,45,F,5739
16265,LimaModerna1,CAMIONETA RURAL,1,33,F,3372
16266,LimaModerna1,CAMIONETA RURAL,1,59,F,7311
16267,LimaModerna1,AUTOMOVIL,3,59,M,950
16268,LimaModerna1,AUTOMOVIL,4,52,F,2407
16269,LimaModerna1,AUTOMOVIL,2,49,M,44094
16270,LimaModerna1,AUTOMOVIL,2,39,M,12912
16271,LimaModerna1,AUTOMOVIL,3,27,F,19651
16272,LimaCentro,AUTOMOVIL,1,38,M,930
16273,LimaCentro,AUTOMOVIL,3,38,M,1671
16274,LimaCentro,AUTOMOVIL,4,65,M,2070
16275,LimaCentro,AUTOMOVIL,3,47,M,15866
16276,LimaModerna1,CAMIONETA RURAL,3,32,F,10925
16277,LimaModerna1,CAMIONETA RURAL,1,51,M,35600
16278,LimaModerna1,CAMIONETA RURAL,2,43,M,6661
16279,LimaModerna2,AUTOMOVIL,3,39,F,7206
16280,LimaModerna1,AUTOMOVIL,2,62,M,930
16281,LimaModerna1,AUTOMOVIL,3,33,F,7962
16282,LimaCentro,CAMIONETA RURAL,3,41,F,8093
16283,LimaCentro,CAMIONETA RURAL,1,48,M,2005
16284,LimaEste,AUTOMOVIL,4,39,M,4044
16285,LimaEste,AUTOMOVIL,1,41,M,930
16286,Callao,AUTOMOVIL,2,30,M,7765
16287,LimaEste,AUTOMOVIL,2,45,F,1280
16288,LimaEste,AUTOMOVIL,6,24,M,3790
16289,LimaModerna1,CAMIONETA RURAL,3,57,M,5507
16290,LimaNorte,AUTOMOVIL,5,64,M,7000
16291,LimaNorte,AUTOMOVIL,3,44,M,6750
16292,LimaNorte,AUTOMOVIL,3,46,M,8000
16293,LimaNorte,AUTOMOVIL,1,59,M,5619
16294,LimaEste,AUTOMOVIL,2,34,M,5136
16295,LimaCentro,AUTOMOVIL,2,46,F,16527
16296,LimaCentro,AUTOMOVIL,2,34,M,3933
16297,LimaModerna1,CAMIONETA RURAL,1,45,M,34114
16298,LimaModerna1,CAMIONETA RURAL,5,60,M,7063
16299,LimaModerna1,CAMIONETA RURAL,6,52,M,3930
16300,LimaModerna2,AUTOMOVIL,3,43,M,2093
16301,LimaModerna2,AUTOMOVIL,1,64,F,13664
16302,LimaModerna2,AUTOMOVIL,2,47,M,2677
16303,LimaModerna2,AUTOMOVIL,3,37,M,16259
16304,LimaModerna2,AUTOMOVIL,2,33,F,1536
16305,LimaCentro,AUTOMOVIL,4,45,M,16000
16306,LimaNorte,AUTOMOVIL,2,51,M,865
16307,LimaModerna1,AUTOMOVIL,2,30,M,3400
16308,LimaNorte,AUTOMOVIL,5,32,M,2373
16309,LimaNorte,AUTOMOVIL,6,32,M,850
16310,LimaNorte,AUTOMOVIL,4,41,F,2163
16311,LimaModerna1,AUTOMOVIL,2,37,M,850
16312,LimaModerna1,AUTOMOVIL,1,31,F,5008
16313,LimaModerna1,AUTOMOVIL,4,34,M,4218
16314,LimaModerna1,AUTOMOVIL,3,58,M,4800
16315,LimaModerna1,AUTOMOVIL,1,34,M,2404
16316,LimaModerna1,AUTOMOVIL,4,42,F,2257
16317,LimaModerna1,AUTOMOVIL,5,45,M,2000
16318,LimaSur,AUTOMOVIL,3,53,M,4392
16319,LimaCentro,AUTOMOVIL,2,52,M,2593
16320,LimaCentro,AUTOMOVIL,3,38,M,5048
16321,LimaCentro,AUTOMOVIL,3,43,M,2099
16322,LimaModerna1,AUTOMOVIL,1,71,F,959
16323,LimaModerna1,STATION WAGON,1,62,M,21228
16324,LimaModerna1,STATION WAGON,1,62,M,21228
16325,LimaModerna1,AUTOMOVIL,2,41,M,7593
16326,LimaModerna1,AUTOMOVIL,1,52,F,4031
16327,LimaModerna1,AUTOMOVIL,4,46,M,16480
16328,LimaNorte,AUTOMOVIL,3,44,M,1775
16329,LimaNorte,AUTOMOVIL,2,42,M,4475
16330,LimaModerna1,AUTOMOVIL,3,43,M,11354
16331,LimaModerna1,CAMIONETA RURAL,3,24,F,4000
16332,LimaEste,AUTOMOVIL,4,45,F,1638
16333,LimaEste,AUTOMOVIL,4,37,M,1222
16334,LimaEste,CAMIONETA RURAL,3,40,M,1023
16335,LimaEste,CAMIONETA RURAL,2,58,F,14000
16336,LimaEste,CAMIONETA RURAL,1,44,M,1500
16337,LimaEste,CAMIONETA RURAL,1,46,M,1593
16338,LimaEste,CAMIONETA RURAL,2,42,M,3147
16339,LimaModerna1,AUTOMOVIL,4,35,M,6726
16340,LimaModerna1,CAMIONETA RURAL,4,50,M,11000
16341,LimaModerna1,CAMIONETA RURAL,3,29,F,6888
16342,LimaModerna2,AUTOMOVIL,3,28,F,8400
16343,LimaModerna2,AUTOMOVIL,2,27,F,6000
16344,LimaModerna1,CAMIONETA RURAL,6,56,M,18591
16345,LimaModerna1,CAMIONETA RURAL,2,48,M,22559
16346,LimaModerna1,CAMIONETA RURAL,3,39,M,12116
16347,LimaModerna1,CAMIONETA RURAL,3,39,M,12116
16348,LimaSur,STATION WAGON,4,67,M,5783
16349,LimaSur,STATION WAGON,4,67,M,5783
16350,LimaEste,AUTOMOVIL,6,42,M,9000
16351,LimaModerna1,AUTOMOVIL,2,41,M,4112
16352,LimaModerna1,AUTOMOVIL,4,46,F,8093
16353,LimaModerna1,AUTOMOVIL,3,47,M,28769
16354,LimaEste,CAMIONETA RURAL,5,33,F,12706
16355,LimaEste,CAMIONETA RURAL,6,50,F,4312
16356,LimaSur,AUTOMOVIL,5,55,F,5098
16357,LimaSur,AUTOMOVIL,5,55,F,5098
16358,LimaCentro,CAMIONETA RURAL,6,51,M,10000
16359,LimaModerna2,CAMIONETA PICK UP,1,41,M,3000
16360,LimaModerna1,CAMIONETA RURAL,2,39,M,2979
16361,LimaModerna1,CAMIONETA RURAL,4,41,M,28201
16362,LimaModerna1,CAMIONETA RURAL,1,34,F,7922
16363,LimaModerna1,CAMIONETA RURAL,1,24,M,5008
16364,LimaModerna1,AUTOMOVIL,2,62,M,4672
16365,LimaCentro,AUTOMOVIL,3,47,M,15866
16366,LimaCentro,AUTOMOVIL,4,53,M,4279
16367,LimaModerna1,CAMIONETA RURAL,2,40,M,4000
16368,LimaModerna1,CAMIONETA RURAL,3,40,M,11048
16369,LimaModerna1,CAMIONETA RURAL,4,35,M,5316
16370,LimaModerna2,AUTOMOVIL,4,38,M,17548
16371,LimaModerna1,AUTOMOVIL,1,41,F,10079
16372,LimaModerna1,AUTOMOVIL,4,40,M,1500
16373,LimaEste,CAMIONETA PICK UP,3,31,M,1093
16374,LimaCentro,CAMIONETA RURAL,3,37,M,3384
16375,LimaEste,AUTOMOVIL,1,74,M,857
16376,LimaEste,AUTOMOVIL,4,37,F,7690
16377,Callao,AUTOMOVIL,2,40,F,930
16378,LimaNorte,AUTOMOVIL,3,49,M,2690
16379,LimaEste,AUTOMOVIL,2,38,M,1124
16380,LimaEste,AUTOMOVIL,3,27,M,5205
16381,LimaCentro,AUTOMOVIL,3,38,M,11098
16382,LimaCentro,AUTOMOVIL,2,33,M,9263
16383,LimaCentro,AUTOMOVIL,2,48,M,7342
16384,LimaModerna1,CAMIONETA RURAL,3,60,M,876
16385,LimaModerna1,CAMIONETA RURAL,3,60,M,22943
16386,LimaCentro,AUTOMOVIL,4,35,F,3610
16387,LimaCentro,AUTOMOVIL,4,35,F,4982
16388,LimaModerna2,AUTOMOVIL,2,36,F,7039
16389,LimaModerna2,AUTOMOVIL,6,63,M,5788
16390,LimaModerna2,AUTOMOVIL,3,37,M,16259
16391,LimaModerna2,AUTOMOVIL,4,69,M,2794
16392,LimaModerna2,AUTOMOVIL,2,45,M,7700
16393,LimaEste,AUTOMOVIL,1,56,M,13600
16394,LimaModerna1,AUTOMOVIL,5,49,M,2144
16395,LimaModerna1,AUTOMOVIL,6,31,F,6447
16396,LimaModerna1,AUTOMOVIL,5,75,M,6606
16397,LimaNorte,AUTOMOVIL,5,28,M,2000
16398,LimaModerna1,AUTOMOVIL,4,61,M,6765
16399,LimaModerna1,AUTOMOVIL,3,41,M,9993
16400,LimaModerna1,AUTOMOVIL,4,53,M,750
16401,LimaSur,AUTOMOVIL,2,27,M,4100
16402,LimaSur,AUTOMOVIL,4,30,M,8000
16403,LimaCentro,AUTOMOVIL,4,52,M,7119
16404,LimaModerna1,AUTOMOVIL,4,54,M,9000
16405,LimaModerna1,AUTOMOVIL,1,23,M,2600
16406,LimaModerna1,AUTOMOVIL,4,44,M,5498
16407,LimaModerna1,STATION WAGON,3,49,M,25196
16408,LimaModerna1,AUTOMOVIL,4,72,M,496337
16409,LimaModerna1,CAMIONETA RURAL,2,58,M,26254
16410,LimaModerna1,AUTOMOVIL,3,73,M,1500
16411,LimaModerna1,AUTOMOVIL,3,27,M,1085
16412,LimaModerna1,AUTOMOVIL,6,82,M,2235
16413,LimaNorte,AUTOMOVIL,1,38,M,9897
16414,LimaNorte,AUTOMOVIL,5,28,F,1717
16415,LimaNorte,AUTOMOVIL,2,29,M,4783
16416,LimaModerna1,AUTOMOVIL,1,31,M,16842
16417,LimaModerna1,AUTOMOVIL,1,31,M,16842
16418,LimaModerna1,AUTOMOVIL,3,43,M,31546
16419,LimaNorte,CAMIONETA RURAL,3,39,M,21762
16420,Callao,AUTOMOVIL,2,32,M,13709
16421,Callao,AUTOMOVIL,7,46,F,6160
16422,Callao,AUTOMOVIL,7,46,F,6160
16423,LimaModerna1,CAMIONETA RURAL,2,28,M,4500
16424,LimaEste,AUTOMOVIL,1,63,M,6740
16425,LimaEste,AUTOMOVIL,5,38,F,7301
16426,LimaEste,AUTOMOVIL,1,39,M,3039
16427,LimaEste,CAMIONETA RURAL,2,40,M,22000
16428,LimaEste,CAMIONETA RURAL,2,36,M,14769
16429,LimaEste,CAMIONETA RURAL,3,44,M,1000
16430,LimaEste,STATION WAGON,3,46,M,7393
16431,LimaModerna1,AUTOMOVIL,1,46,F,7526
16432,LimaModerna1,AUTOMOVIL,5,66,M,6649
16433,LimaSur,AUTOMOVIL,4,42,M,7925
16434,LimaSur,AUTOMOVIL,2,38,M,9904
16435,LimaSur,AUTOMOVIL,7,38,F,1093
16436,LimaSur,AUTOMOVIL,3,52,F,2366
16437,Callao,AUTOMOVIL,2,44,F,3500
16438,LimaModerna1,CAMIONETA RURAL,3,54,M,2280
16439,LimaModerna1,CAMIONETA RURAL,4,56,M,2959
16440,LimaModerna1,CAMIONETA RURAL,1,29,M,4293
16441,LimaModerna1,CAMIONETA RURAL,4,30,F,6000
16442,LimaModerna1,CAMIONETA RURAL,3,36,F,6000
16443,LimaModerna1,CAMIONETA RURAL,3,61,M,105610
16444,LimaModerna1,CAMIONETA RURAL,4,72,F,1704
16445,LimaModerna1,CAMIONETA RURAL,4,39,M,8593
16446,LimaModerna1,CAMIONETA RURAL,2,34,F,1918
16447,LimaModerna1,CAMIONETA RURAL,1,54,M,11943
16448,LimaModerna1,CAMIONETA RURAL,3,38,F,10093
16449,LimaModerna1,CAMIONETA RURAL,2,51,M,43704
16450,LimaModerna1,CAMIONETA RURAL,2,51,M,43704
16451,LimaModerna1,CAMIONETA RURAL,2,59,M,10000
16452,LimaModerna1,CAMIONETA RURAL,4,42,M,3585
16453,LimaEste,CAMIONETA RURAL,1,34,M,11610
16454,LimaSur,AUTOMOVIL,3,48,F,7793
16455,LimaSur,AUTOMOVIL,3,50,F,2789
16456,LimaSur,AUTOMOVIL,2,30,M,2500
16457,LimaSur,AUTOMOVIL,4,46,M,1023
16458,LimaSur,AUTOMOVIL,3,40,M,37287
16459,LimaSur,AUTOMOVIL,2,33,F,7486
16460,LimaCentro,CAMIONETA RURAL,4,32,M,1593
16461,LimaCentro,CAMIONETA RURAL,4,29,M,800
16462,LimaCentro,CAMIONETA RURAL,1,59,M,3581
16463,LimaCentro,CAMIONETA RURAL,2,49,F,12093
16464,LimaModerna1,CAMIONETA RURAL,2,35,M,14850
16465,LimaModerna1,CAMIONETA RURAL,2,50,F,3000
16466,LimaModerna1,CAMIONETA RURAL,3,40,M,12800
16467,LimaModerna1,CAMIONETA RURAL,4,46,F,6383
16468,LimaModerna1,AUTOMOVIL,1,33,M,4793
16469,LimaModerna1,AUTOMOVIL,2,34,M,71292
16470,LimaModerna1,AUTOMOVIL,1,61,M,16691
16471,LimaCentro,AUTOMOVIL,3,64,M,11623
16472,LimaCentro,AUTOMOVIL,1,32,M,4146
16473,LimaModerna1,CAMIONETA RURAL,4,42,F,7900
16474,LimaModerna2,AUTOMOVIL,5,27,F,2200
16475,LimaModerna2,AUTOMOVIL,4,47,M,8093
16476,LimaModerna2,AUTOMOVIL,3,57,F,3000
16477,LimaModerna2,AUTOMOVIL,3,42,F,4695
16478,LimaModerna2,AUTOMOVIL,3,42,F,4695
16479,LimaModerna2,AUTOMOVIL,5,26,M,4600
16480,LimaSur,CAMIONETA PICK UP,2,52,M,4303
16481,LimaEste,AUTOMOVIL,3,50,M,3533
16482,LimaEste,AUTOMOVIL,7,29,F,1000
16483,LimaEste,AUTOMOVIL,3,47,M,4285
16484,Callao,AUTOMOVIL,2,39,M,2172
16485,Callao,AUTOMOVIL,2,43,M,4549
16486,Callao,AUTOMOVIL,5,67,F,11736
16487,LimaNorte,CAMIONETA RURAL,2,48,M,7667
16488,LimaEste,AUTOMOVIL,2,30,M,1021
16489,LimaEste,AUTOMOVIL,3,38,M,6347
16490,LimaCentro,AUTOMOVIL,4,46,F,1905
16491,LimaCentro,AUTOMOVIL,3,29,M,2000
16492,LimaModerna1,CAMIONETA RURAL,2,32,M,2650
16493,LimaModerna2,AUTOMOVIL,2,45,F,5200
16494,LimaModerna2,AUTOMOVIL,1,44,F,4947
16495,LimaModerna2,AUTOMOVIL,2,31,M,930
16496,LimaModerna2,AUTOMOVIL,1,30,M,809
16497,LimaModerna2,AUTOMOVIL,2,45,F,5200
16498,LimaModerna2,AUTOMOVIL,2,80,M,1558
16499,LimaEste,CAMIONETA RURAL,4,32,M,1600
16500,LimaModerna2,AUTOMOVIL,3,36,F,6257
16501,LimaModerna1,AUTOMOVIL,1,47,M,4000
16502,LimaModerna1,AUTOMOVIL,1,35,M,9602
16503,LimaModerna1,AUTOMOVIL,2,30,F,5300
16504,LimaModerna1,AUTOMOVIL,5,34,M,1193
16505,LimaNorte,AUTOMOVIL,3,35,M,2817
16506,LimaNorte,AUTOMOVIL,2,38,F,1260
16507,LimaModerna1,AUTOMOVIL,1,32,F,5972
16508,LimaModerna1,AUTOMOVIL,6,57,F,12000
16509,LimaModerna1,AUTOMOVIL,2,52,M,9119
16510,LimaModerna1,AUTOMOVIL,4,65,F,1295
16511,LimaModerna1,AUTOMOVIL,1,40,M,4968
16512,LimaNorte,CAMIONETA RURAL,2,69,M,912
16513,Callao,AUTOMOVIL,3,51,M,930
16514,LimaSur,AUTOMOVIL,2,51,M,11179
16515,LimaSur,AUTOMOVIL,4,44,M,26381
16516,LimaCentro,AUTOMOVIL,4,34,F,9697
16517,LimaCentro,AUTOMOVIL,4,41,M,6831
16518,LimaCentro,AUTOMOVIL,4,59,M,2323
16519,LimaCentro,AUTOMOVIL,5,33,M,1558
16520,LimaModerna1,AUTOMOVIL,3,45,M,3993
16521,LimaModerna1,AUTOMOVIL,1,41,F,10424
16522,LimaModerna1,AUTOMOVIL,4,41,F,13000
16523,LimaModerna1,AUTOMOVIL,3,69,F,1252
16524,LimaModerna1,AUTOMOVIL,4,43,M,45532
16525,LimaModerna1,AUTOMOVIL,3,43,M,31546
16526,LimaModerna1,AUTOMOVIL,1,41,M,19714
16527,LimaNorte,CAMIONETA RURAL,2,34,M,9158
16528,LimaModerna1,CAMIONETA RURAL,2,40,M,4600
16529,LimaModerna1,CAMIONETA RURAL,1,32,M,4676
16530,LimaModerna1,CAMIONETA RURAL,4,58,M,4353
16531,LimaModerna1,CAMIONETA RURAL,5,54,M,930
16532,LimaEste,AUTOMOVIL,2,39,M,2202
16533,LimaEste,CAMIONETA RURAL,2,31,M,4966
16534,LimaModerna1,AUTOMOVIL,7,42,F,5093
16535,LimaModerna1,AUTOMOVIL,2,56,M,9663
16536,LimaModerna1,AUTOMOVIL,3,32,F,1800
16537,Callao,STATION WAGON,1,66,M,1646
16538,LimaModerna1,CAMIONETA RURAL,2,47,F,9000
16539,LimaModerna1,CAMIONETA RURAL,2,37,M,8800
16540,LimaModerna1,CAMIONETA RURAL,3,38,M,4322
16541,LimaModerna1,CAMIONETA RURAL,2,43,M,1500
16542,LimaModerna1,CAMIONETA RURAL,5,36,M,930
16543,LimaModerna1,CAMIONETA RURAL,3,34,F,7500
16544,LimaModerna1,CAMIONETA RURAL,2,36,F,13308
16545,LimaModerna1,CAMIONETA RURAL,4,26,M,4800
16546,LimaModerna1,CAMIONETA RURAL,1,35,M,6992
16547,LimaModerna1,CAMIONETA RURAL,5,55,M,55186
16548,LimaModerna1,AUTOMOVIL,3,56,M,930
16549,LimaModerna1,CAMIONETA RURAL,4,65,M,2334
16550,LimaModerna1,CAMIONETA RURAL,2,41,M,17178
16551,LimaModerna1,CAMIONETA RURAL,4,65,M,2334
16552,LimaSur,AUTOMOVIL,5,35,M,3384
16553,LimaSur,AUTOMOVIL,4,38,F,5159
16554,LimaCentro,CAMIONETA RURAL,3,31,M,5600
16555,LimaEste,AUTOMOVIL,2,48,F,8041
16556,Callao,AUTOMOVIL,3,42,M,930
16557,LimaModerna1,CAMIONETA RURAL,5,53,M,2489
16558,LimaModerna1,AUTOMOVIL,1,50,M,10620
16559,LimaCentro,AUTOMOVIL,2,30,M,2568
16560,LimaModerna1,CAMIONETA RURAL,4,55,M,879024
16561,LimaModerna1,CAMIONETA RURAL,4,52,M,27975
16562,LimaModerna1,CAMIONETA RURAL,5,44,M,8019
16563,LimaModerna1,CAMIONETA RURAL,1,39,M,1259
16564,LimaModerna1,CAMIONETA RURAL,1,39,M,1259
16565,LimaModerna1,CAMIONETA RURAL,2,53,M,930
16566,LimaModerna1,AUTOMOVIL,2,34,M,7300
16567,LimaModerna1,AUTOMOVIL,2,35,M,7300
16568,LimaModerna2,AUTOMOVIL,3,43,M,4409
16569,LimaModerna2,AUTOMOVIL,2,30,M,930
16570,LimaCentro,CAMIONETA RURAL,3,45,M,7633
16571,LimaCentro,AUTOMOVIL,3,31,M,49500
16572,LimaCentro,CAMIONETA RURAL,3,34,F,4160
16573,LimaEste,AUTOMOVIL,3,28,M,930
16574,LimaEste,AUTOMOVIL,5,58,M,10078
16575,Callao,AUTOMOVIL,4,56,M,4500
16576,Callao,AUTOMOVIL,5,65,M,27318
16577,Callao,AUTOMOVIL,1,39,F,2189
16578,Callao,AUTOMOVIL,2,40,F,2316
16579,Callao,AUTOMOVIL,1,50,F,2541
16580,LimaNorte,CAMIONETA RURAL,2,48,F,8083
16581,LimaNorte,CAMIONETA RURAL,4,41,M,7183
16582,LimaEste,AUTOMOVIL,4,46,M,1293
16583,LimaEste,AUTOMOVIL,2,28,F,3500
16584,LimaCentro,AUTOMOVIL,2,43,M,8552
16585,LimaCentro,AUTOMOVIL,2,41,F,2005
16586,LimaCentro,AUTOMOVIL,1,40,M,5000
16587,LimaModerna1,CAMIONETA RURAL,2,43,M,29093
16588,LimaModerna1,CAMIONETA RURAL,2,39,F,10593
16589,LimaModerna1,CAMIONETA RURAL,2,41,M,55900
16590,LimaCentro,AUTOMOVIL,5,40,M,12093
16591,LimaCentro,AUTOMOVIL,2,41,F,1678
16592,LimaModerna2,AUTOMOVIL,3,54,M,6752
16593,Callao,CAMIONETA PICK UP,3,38,M,7087
16594,Callao,CAMIONETA PICK UP,3,38,M,7087
16595,LimaModerna2,CAMIONETA RURAL,3,73,M,2260
16596,LimaModerna2,CAMIONETA RURAL,3,78,M,961
16597,LimaModerna2,CAMIONETA RURAL,3,41,M,9679
16598,LimaModerna1,AUTOMOVIL,3,76,M,1346
16599,LimaNorte,CAMIONETA RURAL,3,42,F,3840
16600,LimaModerna1,AUTOMOVIL,4,49,M,10373
16601,LimaSur,AUTOMOVIL,1,35,M,4176
16602,LimaSur,AUTOMOVIL,3,42,M,11093
16603,LimaCentro,AUTOMOVIL,3,39,M,43511
16604,LimaCentro,AUTOMOVIL,4,59,M,2323
16605,LimaModerna1,AUTOMOVIL,4,69,F,1110
16606,LimaModerna1,AUTOMOVIL,3,30,F,4453
16607,LimaModerna1,AUTOMOVIL,3,50,M,1000
16608,LimaModerna1,AUTOMOVIL,4,56,F,850
16609,LimaSur,CAMIONETA PICK UP,3,38,F,1023
